"id","blsid","title","source","is_primary","is_delta","is_adjusted","delta_id"
1435,"SMS78000007000000001","Virgin Islands, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2786
1436,"SMS78000009000000001","Virgin Islands, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2787
1438,"SMU78000004000000001","Virgin Islands, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2789
1439,"SMU78000005000000001","Virgin Islands, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2790
1440,"SMU78000000000000001","Virgin Islands, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2791
1441,"SMS78000004000000001","Virgin Islands, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2792
1442,"SMU78000007000000001","Virgin Islands, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2793
1445,"SMU78000003000000001","Virgin Islands, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2796
1446,"SMU78000008000000001","Virgin Islands, Other Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2797
1447,"SMU78000009000000001","Virgin Islands, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2798
1448,"SMS78000000000000001","Virgin Islands, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2799
1449,"SMU34000000000000001","New Jersey, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2800
1450,"SMS34000008000000001","New Jersey, Other Services, Seasonally adjusted - labor force","CESSM",t,f,t,2801
1451,"SMS34000004000000001","New Jersey, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2802
1452,"SMS34000005500000001","New Jersey, Financial Activities, Seasonally adjusted - labor force","CESSM",t,f,t,2803
1453,"SMU34000005000000001","New Jersey, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2804
1454,"SMS34000000000000001","New Jersey, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2805
1455,"SMU34000001000000001","New Jersey, Mining and Logging, Not seasonally adjusted - labor force","CESSM",t,f,f,2806
1456,"SMS34000006500000001","New Jersey, Education and Health Services, Seasonally adjusted - labor force","CESSM",t,f,t,2807
1457,"SMU34000008000000001","New Jersey, Other Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2808
1458,"SMS34000007000000001","New Jersey, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2809
1459,"SMS34000005000000001","New Jersey, Information, Seasonally adjusted - labor force","CESSM",t,f,t,2810
1460,"SMU34000005500000001","New Jersey, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2811
1462,"SMU34000009000000001","New Jersey, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2813
1463,"SMS34000006000000001","New Jersey, Professional and Business Services, Seasonally adjusted - labor force","CESSM",t,f,t,2814
1464,"SMU34000002000000001","New Jersey, Construction, Not seasonally adjusted - labor force","CESSM",t,f,f,2815
1465,"SMS34000002000000001","New Jersey, Construction, Seasonally adjusted - labor force","CESSM",t,f,t,2816
1466,"SMU34000006500000001","New Jersey, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2817
1467,"SMS34000009000000001","New Jersey, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2818
1468,"SMU34000007000000001","New Jersey, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2819
1469,"SMU34000003000000001","New Jersey, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2820
1470,"SMS34000003000000001","New Jersey, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2821
1471,"SMS34000001000000001","New Jersey, Mining and Logging, Seasonally adjusted - labor force","CESSM",t,f,t,2822
1472,"SMU34000006000000001","New Jersey, Professional and Business Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2823
1473,"SMU53000006500000001","Washington, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2824
1474,"SMU53000007000000001","Washington, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2825
1476,"SMS53000004000000001","Washington, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2827
1477,"SMU53000004000000001","Washington, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2828
1478,"SMU53000005500000001","Washington, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2829
1479,"SMS53000001000000001","Washington, Mining and Logging, Seasonally adjusted - labor force","CESSM",t,f,t,2830
1480,"SMS53000008000000001","Washington, Other Services, Seasonally adjusted - labor force","CESSM",t,f,t,2831
1481,"SMU53000008000000001","Washington, Other Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2832
1482,"SMU53000003000000001","Washington, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2833
1483,"SMS53000005000000001","Washington, Information, Seasonally adjusted - labor force","CESSM",t,f,t,2834
1484,"SMS53000009000000001","Washington, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2835
1485,"SMS53000002000000001","Washington, Construction, Seasonally adjusted - labor force","CESSM",t,f,t,2836
1486,"SMS53000000000000001","Washington, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2837
1487,"SMU53000009000000001","Washington, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2838
1488,"SMS53000005500000001","Washington, Financial Activities, Seasonally adjusted - labor force","CESSM",t,f,t,2839
1489,"SMU53000000000000001","Washington, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2840
1490,"SMU53000002000000001","Washington, Construction, Not seasonally adjusted - labor force","CESSM",t,f,f,2841
1492,"SMS53000003000000001","Washington, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2843
1493,"SMS53000007000000001","Washington, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2844
1494,"SMS53000006500000001","Washington, Education and Health Services, Seasonally adjusted - labor force","CESSM",t,f,t,2845
1495,"SMU53000001000000001","Washington, Mining and Logging, Not seasonally adjusted - labor force","CESSM",t,f,f,2846
1496,"SMU53000005000000001","Washington, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2847
1497,"SMS37000005500000001","North Carolina, Financial Activities, Seasonally adjusted - labor force","CESSM",t,f,t,2848
1498,"SMS37000009000000001","North Carolina, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2849
1499,"SMS37000004000000001","North Carolina, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2850
1500,"SMS37000006000000001","North Carolina, Professional and Business Services, Seasonally adjusted - labor force","CESSM",t,f,t,2851
1501,"SMU37000006500000001","North Carolina, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2852
1502,"SMU37000007000000001","North Carolina, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2853
1504,"SMU37000003000000001","North Carolina, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2855
1505,"SMS37000005000000001","North Carolina, Information, Seasonally adjusted - labor force","CESSM",t,f,t,2856
1506,"SMU37000001000000001","North Carolina, Mining and Logging, Not seasonally adjusted - labor force","CESSM",t,f,f,2857
1507,"SMS37000001000000001","North Carolina, Mining and Logging, Seasonally adjusted - labor force","CESSM",t,f,t,2858
1508,"SMU37000005500000001","North Carolina, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2859
1509,"SMU37000002000000001","North Carolina, Construction, Not seasonally adjusted - labor force","CESSM",t,f,f,2860
1510,"SMS37000000000000001","North Carolina, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2861
1511,"SMU37000009000000001","North Carolina, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2862
1512,"SMU37000000000000001","North Carolina, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2863
1513,"SMS37000002000000001","North Carolina, Construction, Seasonally adjusted - labor force","CESSM",t,f,t,2864
1515,"SMS37000007000000001","North Carolina, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2866
1516,"SMS37000006500000001","North Carolina, Education and Health Services, Seasonally adjusted - labor force","CESSM",t,f,t,2867
1517,"SMU37000006000000001","North Carolina, Professional and Business Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2868
1518,"SMS37000003000000001","North Carolina, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2869
1519,"SMU37000004000000001","North Carolina, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2870
1520,"SMU47000001500000001","Tennessee, Mining, Logging, and Construction, Not seasonally adjusted - labor force","CESSM",t,f,f,2871
1521,"SMU47000007000000001","Tennessee, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2872
1522,"SMS47000005500000001","Tennessee, Financial Activities, Seasonally adjusted - labor force","CESSM",t,f,t,2873
1523,"SMU47000006500000001","Tennessee, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2874
1524,"SMU47000006000000001","Tennessee, Professional and Business Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2875
1525,"SMU47000005000000001","Tennessee, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2876
1527,"SMU47000009000000001","Tennessee, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2878
1528,"SMU47000005500000001","Tennessee, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2879
1529,"SMS47000005000000001","Tennessee, Information, Seasonally adjusted - labor force","CESSM",t,f,t,2880
1530,"SMS47000004000000001","Tennessee, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2881
1531,"SMS47000000000000001","Tennessee, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2882
1532,"SMU47000008000000001","Tennessee, Other Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2883
1533,"SMS47000007000000001","Tennessee, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2884
1534,"SMS47000006500000001","Tennessee, Education and Health Services, Seasonally adjusted - labor force","CESSM",t,f,t,2885
1535,"SMS47000001500000001","Tennessee, Mining, Logging, and Construction, Seasonally adjusted - labor force","CESSM",t,f,t,2886
1536,"SMS47000003000000001","Tennessee, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2887
1537,"SMS47000009000000001","Tennessee, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2888
1538,"SMU47000004000000001","Tennessee, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2889
1539,"SMU47000000000000001","Tennessee, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2890
1540,"SMU47000003000000001","Tennessee, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2891
1541,"SMU48000006000000001","Texas, Professional and Business Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2892
1543,"SMS48000004000000001","Texas, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2894
1544,"SMU48000007000000001","Texas, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2895
1545,"SMU48000001000000001","Texas, Mining and Logging, Not seasonally adjusted - labor force","CESSM",t,f,f,2896
1546,"SMS48000001000000001","Texas, Mining and Logging, Seasonally adjusted - labor force","CESSM",t,f,t,2897
1547,"SMU48000005500000001","Texas, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2898
1548,"SMU48000004000000001","Texas, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2899
1549,"SMS48000005000000001","Texas, Information, Seasonally adjusted - labor force","CESSM",t,f,t,2900
1550,"SMU48000000000000001","Texas, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2901
1551,"SMU48000002000000001","Texas, Construction, Not seasonally adjusted - labor force","CESSM",t,f,f,2902
1552,"SMU48000009000000001","Texas, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2903
1553,"SMS48000002000000001","Texas, Construction, Seasonally adjusted - labor force","CESSM",t,f,t,2904
1554,"SMS48000009000000001","Texas, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2905
1555,"SMS48000000000000001","Texas, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2906
1556,"SMS48000005500000001","Texas, Financial Activities, Seasonally adjusted - labor force","CESSM",t,f,t,2907
1557,"SMU48000005000000001","Texas, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2908
1559,"SMU48000008000000001","Texas, Other Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2910
1560,"SMS48000003000000001","Texas, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2911
1561,"SMU48000003000000001","Texas, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2912
1562,"SMS48000007000000001","Texas, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2913
1564,"SMS48000008000000001","Texas, Other Services, Seasonally adjusted - labor force","CESSM",t,f,t,2915
1565,"SMS32000005000000001","Nevada, Information, Seasonally adjusted - labor force","CESSM",t,f,t,2916
1566,"SMS32000008000000001","Nevada, Other Services, Seasonally adjusted - labor force","CESSM",t,f,t,2917
1567,"SMS32000007000000001","Nevada, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2918
1568,"SMU32000007000000001","Nevada, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2919
1569,"SMU32000006500000001","Nevada, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2920
1570,"SMU32000005000000001","Nevada, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2921
1571,"SMS32000000000000001","Nevada, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2922
1572,"SMU32000000000000001","Nevada, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2923
1574,"SMU32000005500000001","Nevada, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2925
1575,"SMU32000004000000001","Nevada, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2926
1576,"SMS32000003000000001","Nevada, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2927
1577,"SMS32000006500000001","Nevada, Education and Health Services, Seasonally adjusted - labor force","CESSM",t,f,t,2928
1578,"SMU32000003000000001","Nevada, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2929
1579,"SMU32000008000000001","Nevada, Other Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2930
1580,"SMU32000001000000001","Nevada, Mining and Logging, Not seasonally adjusted - labor force","CESSM",t,f,f,2931
1581,"SMS32000002000000001","Nevada, Construction, Seasonally adjusted - labor force","CESSM",t,f,t,2932
1582,"SMS32000004000000001","Nevada, Trade, Transportation, and Utilities, Seasonally adjusted - labor force","CESSM",t,f,t,2933
1583,"SMS32000009000000001","Nevada, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2934
1584,"SMS32000005500000001","Nevada, Financial Activities, Seasonally adjusted - labor force","CESSM",t,f,t,2935
1585,"SMU32000002000000001","Nevada, Construction, Not seasonally adjusted - labor force","CESSM",t,f,f,2936
1587,"SMU32000009000000001","Nevada, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2938
1588,"SMS32000001000000001","Nevada, Mining and Logging, Seasonally adjusted - labor force","CESSM",t,f,t,2939
1589,"SMU23000004000000001","Maine, Trade, Transportation, and Utilities, Not seasonally adjusted - labor force","CESSM",t,f,f,2940
1590,"SMU23000009000000001","Maine, Government, Not seasonally adjusted - labor force","CESSM",t,f,f,2941
1591,"SMU23000005500000001","Maine, Financial Activities, Not seasonally adjusted - labor force","CESSM",t,f,f,2942
1592,"SMS23000006000000001","Maine, Professional and Business Services, Seasonally adjusted - labor force","CESSM",t,f,t,2943
1593,"SMS23000002000000001","Maine, Construction, Seasonally adjusted - labor force","CESSM",t,f,t,2944
1594,"SMU23000001000000001","Maine, Mining and Logging, Not seasonally adjusted - labor force","CESSM",t,f,f,2945
1595,"SMS23000009000000001","Maine, Government, Seasonally adjusted - labor force","CESSM",t,f,t,2946
1596,"SMU23000005000000001","Maine, Information, Not seasonally adjusted - labor force","CESSM",t,f,f,2947
1597,"SMU23000008000000001","Maine, Other Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2948
1598,"SMU23000007000000001","Maine, Leisure and Hospitality, Not seasonally adjusted - labor force","CESSM",t,f,f,2949
1599,"SMS23000003000000001","Maine, Manufacturing, Seasonally adjusted - labor force","CESSM",t,f,t,2950
1600,"SMS23000001000000001","Maine, Mining and Logging, Seasonally adjusted - labor force","CESSM",t,f,t,2951
1601,"SMU23000000000000001","Maine, Total Nonfarm, Not seasonally adjusted - labor force","CESSM",t,f,f,2952
1603,"SMU23000006000000001","Maine, Professional and Business Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2954
1604,"SMS23000005500000001","Maine, Financial Activities, Seasonally adjusted - labor force","CESSM",t,f,t,2955
1605,"SMS23000000000000001","Maine, Total Nonfarm, Seasonally adjusted - labor force","CESSM",t,f,t,2956
1606,"SMU23000003000000001","Maine, Manufacturing, Not seasonally adjusted - labor force","CESSM",t,f,f,2957
1607,"SMS23000006500000001","Maine, Education and Health Services, Seasonally adjusted - labor force","CESSM",t,f,t,2958
1608,"SMU23000006500000001","Maine, Education and Health Services, Not seasonally adjusted - labor force","CESSM",t,f,f,2959
1609,"SMS23000007000000001","Maine, Leisure and Hospitality, Seasonally adjusted - labor force","CESSM",t,f,t,2960
1610,"SMS23000005000000001","Maine, Information, Seasonally adjusted - labor force","CESSM",t,f,t,2961
1611,"SMU23000002000000001","Maine, Construction, Not seasonally adjusted - labor force","CESSM",t,f,f,2962
4,"LAUST280000000000003","Mississippi, not seasonally adjusted - unemployment rate","LAUS",t,f,f,2963
5,"LASST280000000000005","Mississippi, seasonally adjusted - employment","LAUS",t,f,t,2964
6,"LASST280000000000004","Mississippi, seasonally adjusted - unemployment","LAUS",t,f,t,2965
7,"LASST280000000000006","Mississippi, seasonally adjusted - labor force","LAUS",t,f,t,2966
8,"LASST280000000000003","Mississippi, seasonally adjusted - unemployment rate","LAUS",t,f,t,2967
9,"LAUST400000000000003","Oklahoma, not seasonally adjusted - unemployment rate","LAUS",t,f,f,2968
10,"LAUST400000000000005","Oklahoma, not seasonally adjusted - employment","LAUS",t,f,f,2969
12,"LAUST400000000000006","Oklahoma, not seasonally adjusted - labor force","LAUS",t,f,f,2971
13,"LASST400000000000003","Oklahoma, seasonally adjusted - unemployment rate","LAUS",t,f,t,2972
14,"LASST400000000000006","Oklahoma, seasonally adjusted - labor force","LAUS",t,f,t,2973
15,"LASST400000000000005","Oklahoma, seasonally adjusted - employment","LAUS",t,f,t,2974
16,"LASST400000000000004","Oklahoma, seasonally adjusted - unemployment","LAUS",t,f,t,2975
17,"LAUST560000000000003","Wyoming, not seasonally adjusted - unemployment rate","LAUS",t,f,f,2976
18,"LAUST560000000000006","Wyoming, not seasonally adjusted - labor force","LAUS",t,f,f,2977
20,"LAUST560000000000005","Wyoming, not seasonally adjusted - employment","LAUS",t,f,f,2979
22,"LASST560000000000004","Wyoming, seasonally adjusted - unemployment","LAUS",t,f,t,2981
23,"LASST560000000000005","Wyoming, seasonally adjusted - employment","LAUS",t,f,t,2982
24,"LASST560000000000006","Wyoming, seasonally adjusted - labor force","LAUS",t,f,t,2983
25,"LASST270000000000003","Minnesota, seasonally adjusted - unemployment rate","LAUS",t,f,t,2984
26,"LASST270000000000004","Minnesota, seasonally adjusted - unemployment","LAUS",t,f,t,2985
27,"LASST270000000000005","Minnesota, seasonally adjusted - employment","LAUS",t,f,t,2986
28,"LASST270000000000006","Minnesota, seasonally adjusted - labor force","LAUS",t,f,t,2987
29,"LAUST270000000000006","Minnesota, not seasonally adjusted - labor force","LAUS",t,f,f,2988
30,"LAUST270000000000004","Minnesota, not seasonally adjusted - unemployment","LAUS",t,f,f,2989
31,"LAUST270000000000005","Minnesota, not seasonally adjusted - employment","LAUS",t,f,f,2990
33,"LAUST170000000000003","Illinois, not seasonally adjusted - unemployment rate","LAUS",t,f,f,2992
34,"LAUST170000000000005","Illinois, not seasonally adjusted - employment","LAUS",t,f,f,2993
35,"LAUST170000000000004","Illinois, not seasonally adjusted - unemployment","LAUS",t,f,f,2994
36,"LAUST170000000000006","Illinois, not seasonally adjusted - labor force","LAUS",t,f,f,2995
37,"LASST170000000000006","Illinois, seasonally adjusted - labor force","LAUS",t,f,t,2996
38,"LASST170000000000005","Illinois, seasonally adjusted - employment","LAUS",t,f,t,2997
39,"LASST170000000000004","Illinois, seasonally adjusted - unemployment","LAUS",t,f,t,2998
40,"LASST170000000000003","Illinois, seasonally adjusted - unemployment rate","LAUS",t,f,t,2999
41,"LASST050000000000003","Arkansas, seasonally adjusted - unemployment rate","LAUS",t,f,t,3000
42,"LASST050000000000004","Arkansas, seasonally adjusted - unemployment","LAUS",t,f,t,3001
43,"LASST050000000000005","Arkansas, seasonally adjusted - employment","LAUS",t,f,t,3002
45,"LAUST050000000000006","Arkansas, not seasonally adjusted - labor force","LAUS",t,f,f,3004
46,"LAUST050000000000004","Arkansas, not seasonally adjusted - unemployment","LAUS",t,f,f,3005
47,"LAUST050000000000005","Arkansas, not seasonally adjusted - employment","LAUS",t,f,f,3006
48,"LAUST050000000000003","Arkansas, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3007
49,"LAUST350000000000005","New Mexico, not seasonally adjusted - employment","LAUS",t,f,f,3008
50,"LAUST350000000000004","New Mexico, not seasonally adjusted - unemployment","LAUS",t,f,f,3009
51,"LAUST350000000000006","New Mexico, not seasonally adjusted - labor force","LAUS",t,f,f,3010
52,"LAUST350000000000003","New Mexico, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3011
53,"LASST350000000000003","New Mexico, seasonally adjusted - unemployment rate","LAUS",t,f,t,3012
54,"LASST350000000000006","New Mexico, seasonally adjusted - labor force","LAUS",t,f,t,3013
55,"LASST350000000000005","New Mexico, seasonally adjusted - employment","LAUS",t,f,t,3014
57,"LASST390000000000006","Ohio, seasonally adjusted - labor force","LAUS",t,f,t,3016
59,"LASST390000000000004","Ohio, seasonally adjusted - unemployment","LAUS",t,f,t,3017
60,"LASST390000000000003","Ohio, seasonally adjusted - unemployment rate","LAUS",t,f,t,3018
61,"LAUST390000000000003","Ohio, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3019
62,"LAUST390000000000005","Ohio, not seasonally adjusted - employment","LAUS",t,f,f,3020
63,"LAUST390000000000004","Ohio, not seasonally adjusted - unemployment","LAUS",t,f,f,3021
64,"LAUST390000000000006","Ohio, not seasonally adjusted - labor force","LAUS",t,f,f,3022
65,"LASST180000000000006","Indiana, seasonally adjusted - labor force","LAUS",t,f,t,3023
66,"LASST180000000000004","Indiana, seasonally adjusted - unemployment","LAUS",t,f,t,3024
67,"LASST180000000000005","Indiana, seasonally adjusted - employment","LAUS",t,f,t,3025
69,"LAUST180000000000004","Indiana, not seasonally adjusted - unemployment","LAUS",t,f,f,3027
70,"LAUST180000000000005","Indiana, not seasonally adjusted - employment","LAUS",t,f,f,3028
71,"LAUST180000000000006","Indiana, not seasonally adjusted - labor force","LAUS",t,f,f,3029
72,"LAUST180000000000003","Indiana, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3030
73,"LASST240000000000003","Maryland, seasonally adjusted - unemployment rate","LAUS",t,f,t,3031
74,"LASST240000000000005","Maryland, seasonally adjusted - employment","LAUS",t,f,t,3032
2,"LAUST280000000000005","Mississippi, not seasonally adjusted - employment","LAUS",t,f,f,3033
75,"LASST240000000000004","Maryland, seasonally adjusted - unemployment","LAUS",t,f,t,3034
76,"LASST240000000000006","Maryland, seasonally adjusted - labor force","LAUS",t,f,t,3035
77,"LAUST240000000000003","Maryland, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3036
79,"LAUST240000000000005","Maryland, not seasonally adjusted - employment","LAUS",t,f,f,3038
80,"LAUST240000000000004","Maryland, not seasonally adjusted - unemployment","LAUS",t,f,f,3039
81,"LASST220000000000006","Louisiana, seasonally adjusted - labor force","LAUS",t,f,t,3040
82,"LASST220000000000005","Louisiana, seasonally adjusted - employment","LAUS",t,f,t,3041
83,"LASST220000000000004","Louisiana, seasonally adjusted - unemployment","LAUS",t,f,t,3042
84,"LASST220000000000003","Louisiana, seasonally adjusted - unemployment rate","LAUS",t,f,t,3043
85,"LAUST220000000000005","Louisiana, not seasonally adjusted - employment","LAUS",t,f,f,3044
86,"LAUST220000000000004","Louisiana, not seasonally adjusted - unemployment","LAUS",t,f,f,3045
87,"LAUST220000000000006","Louisiana, not seasonally adjusted - labor force","LAUS",t,f,f,3046
88,"LAUST220000000000003","Louisiana, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3047
89,"LASST160000000000004","Idaho, seasonally adjusted - unemployment","LAUS",t,f,t,3048
90,"LASST160000000000005","Idaho, seasonally adjusted - employment","LAUS",t,f,t,3049
91,"LASST160000000000006","Idaho, seasonally adjusted - labor force","LAUS",t,f,t,3050
93,"LAUST160000000000006","Idaho, not seasonally adjusted - labor force","LAUS",t,f,f,3052
94,"LAUST160000000000004","Idaho, not seasonally adjusted - unemployment","LAUS",t,f,f,3053
95,"LAUST160000000000005","Idaho, not seasonally adjusted - employment","LAUS",t,f,f,3054
96,"LAUST160000000000003","Idaho, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3055
97,"LAUST040000000000003","Arizona, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3056
98,"LAUST040000000000005","Arizona, not seasonally adjusted - employment","LAUS",t,f,f,3057
99,"LAUST040000000000004","Arizona, not seasonally adjusted - unemployment","LAUS",t,f,f,3058
100,"LAUST040000000000006","Arizona, not seasonally adjusted - labor force","LAUS",t,f,f,3059
101,"LASST040000000000003","Arizona, seasonally adjusted - unemployment rate","LAUS",t,f,t,3060
102,"LASST040000000000006","Arizona, seasonally adjusted - labor force","LAUS",t,f,t,3061
104,"LASST040000000000004","Arizona, seasonally adjusted - unemployment","LAUS",t,f,t,3063
105,"LAUST190000000000006","Iowa, not seasonally adjusted - labor force","LAUS",t,f,f,3064
106,"LAUST190000000000005","Iowa, not seasonally adjusted - employment","LAUS",t,f,f,3065
107,"LAUST190000000000004","Iowa, not seasonally adjusted - unemployment","LAUS",t,f,f,3066
108,"LAUST190000000000003","Iowa, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3067
109,"LASST190000000000003","Iowa, seasonally adjusted - unemployment rate","LAUS",t,f,t,3068
110,"LASST190000000000005","Iowa, seasonally adjusted - employment","LAUS",t,f,t,3069
111,"LASST190000000000004","Iowa, seasonally adjusted - unemployment","LAUS",t,f,t,3070
112,"LASST190000000000006","Iowa, seasonally adjusted - labor force","LAUS",t,f,t,3071
113,"LAUST360000000000004","New York, not seasonally adjusted - unemployment","LAUS",t,f,f,3072
114,"LAUST360000000000005","New York, not seasonally adjusted - employment","LAUS",t,f,f,3073
116,"LAUST360000000000003","New York, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3075
117,"LASST360000000000006","New York, seasonally adjusted - labor force","LAUS",t,f,t,3076
118,"LASST360000000000004","New York, seasonally adjusted - unemployment","LAUS",t,f,t,3077
119,"LASST360000000000005","New York, seasonally adjusted - employment","LAUS",t,f,t,3078
120,"LASST360000000000003","New York, seasonally adjusted - unemployment rate","LAUS",t,f,t,3079
121,"LAUST260000000000003","Michigan, not seasonally adjusted - unemployment rate","LAUS",t,f,f,3080
122,"LAUST260000000000005","Michigan, not seasonally adjusted - employment","LAUS",t,f,f,3081
